pair_index,fixed,moving,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,failed_subproblems,accepted_steps,subproblems,min_jacobian,nonpositive_jacobian_fraction,initial_tre,median_tre,mean_tre,p95_tre,median_rtre,landmark_improvement
5,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-Ki67-7-les3,fixed_1_1,1.9917948078364134,4.588461987674236,6.58025679551065,1.1712312698364258e-05,1558,0,10,12,-0.006714411116893304,1.52587890625e-05,14.736972837785341,2.475260857623077,3.9928859421773026,12.449022088615992,0.00683700678762073,0.8320373603949007
5,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-Ki67-7-les3,fixed_1_18,1.9917948078364134,2.802923459559679,4.794718267396092,1.1745840311050415e-05,920,0,10,12,-0.006716122467593122,1.52587890625e-05,14.736972837785341,2.4752372182062246,3.9927148468081475,12.449155154749773,0.006836941492339638,0.832038964483957
5,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-Ki67-7-les3,manual_external,1.9917948078364134,0.8672255370765924,2.859020344913006,1.1313706636428833e-05,240,0,10,12,-0.006719149649442424,1.52587890625e-05,14.736972837785341,2.4752028499156973,3.992604966267283,12.449220374912388,0.006836846562451788,0.8320412965972686
5,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-Ki67-7-les3,residual_balance,1.9917948078364134,2.7975305821746588,4.789325390011072,1.1201947927474976e-05,905,0,10,12,-0.006714534661818206,1.52587890625e-05,14.736972837785341,2.4752544959853156,3.99288134901859,12.449019981292672,0.006836989215912916,0.8320377920736336
5,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-Ki67-7-les3,adaptive_bb_proxy,1.9917948078364134,1.206746893003583,3.1985417008399963,1.1149793863296509e-05,346,0,10,12,-0.0067200354119119066,1.52587890625e-05,14.736972837785341,2.4751833656045785,3.992515108502741,12.449278748373212,0.006836792744137261,0.8320426187352228
5,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-Ki67-7-les3,predict_per_level,1.9917948078364134,0.6586349830031395,2.650429790839553,0.058776021003723145,145,0,10,12,-0.0067192624193039285,1.52587890625e-05,14.736972837785341,2.475191463510167,3.9925391504263317,12.449267547174998,0.00683681511165271,0.8320420692393611
5,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-Ki67-7-les3,predict_pair_full,1.9917948078364134,0.6755735147744417,2.667368322610855,0.021574119105935097,168,0,10,12,-0.006719017778982317,1.52587890625e-05,14.736972837785341,2.4751926855058635,3.9925410916887243,12.449266949750559,0.00683681848697085,0.8320419863189601
6,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-proSPC-4-les3,fixed_1_1,2.0533098205924034,3.5543262846767902,5.607636105269194,1.0007992386817932e-05,1251,0,7,10,0.013652390767764755,0.0,16.92100306558365,12.529236802363851,13.66149778006195,30.189741706227736,0.03460745432048255,0.2595452672751062
6,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-proSPC-4-les3,fixed_1_18,2.0533098205924034,2.16327166557312,4.2165814861655235,1.0417774319648743e-05,738,0,7,10,0.013675015825175385,0.0,16.92100306558365,12.529061295308978,13.661363461381375,30.189738825746904,0.0346069695461519,0.2595556394175964
6,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-proSPC-4-les3,manual_external,2.0533098205924034,0.6862484719604254,2.739558292552829,9.61311161518097e-06,197,0,7,10,0.013689776156547234,0.0,16.92100306558365,12.52891700707394,13.661267216914975,30.189743786438683,0.034606571002443146,0.25956416658554726
6,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-proSPC-4-les3,residual_balance,2.0533098205924034,2.162512920796871,4.215822741389275,9.149312973022461e-06,743,0,7,10,0.013654765936679553,0.0,16.92100306558365,12.529216951284623,13.661487314949335,30.189743507296626,0.03460739948910468,0.25954644043719066
