repetition,pair_index,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,min_jacobian,min_interior_jacobian,nonpositive_fraction
1,7,predict_pair_full,0.3944409918040037,0.6727402452379465,1.0671812370419502,0.022159984335303307,154,0.04779629716389036,0.04779629716389036,0.0
1,8,predict_pair_full,0.39400570653378963,0.5639745574444532,0.9579802639782429,0.022200312465429306,142,-0.08853715046565769,-0.08853715046565769,0.0001220703125
1,8,manual_external,0.39400570653378963,0.6940611153841019,1.0880668219178915,1.2075528502464294e-05,191,-0.08854289423567457,-0.08854289423567457,0.0001220703125
1,9,manual_external,0.41041387990117073,0.7430919054895639,1.1535057853907347,1.1095777153968811e-05,227,-0.02738110374187308,-0.02738110374187308,1.52587890625e-05
1,9,predict_pair_full,0.41041387990117073,0.5607899501919746,0.9712038300931454,0.02171494998037815,140,-0.027381516518579785,-0.027381516518579785,1.52587890625e-05
2,0,manual_external,0.4016916584223509,0.6054803412407637,1.0071719996631145,4.53554093837738e-06,80,0.9387034865478068,0.9387034865478068,0.0
2,0,predict_pair_full,0.4016916584223509,0.502784812822938,0.9044764712452888,0.02270973101258278,56,0.9387034881113141,0.9387034881113141,0.0
2,1,predict_pair_full,0.3913360871374607,0.5052106361836195,0.8965467233210802,0.02223348245024681,98,0.45969825418881016,0.45969825418881016,0.0
2,1,manual_external,0.3913360871374607,0.6333954017609358,1.0247314888983965,8.339062333106995e-06,145,0.4597006210463353,0.4597006210463353,0.0
2,2,manual_external,0.41411224007606506,0.8774491883814335,1.2915614284574986,1.2841075658798218e-05,226,0.018581515944801064,0.018581515944801064,0.0
2,2,predict_pair_full,0.41411224007606506,0.6993722394108772,1.1134844794869423,0.02232413925230503,154,0.018580950324847023,0.018580950324847023,0.0
2,3,predict_pair_full,0.4052746593952179,0.564824715256691,0.9700993746519089,0.021922126412391663,140,0.006534099947626271,0.006534099947626271,0.0
2,3,manual_external,0.4052746593952179,0.7109326738864183,1.1162073332816362,1.1026859283447266e-05,195,0.006532826103784972,0.006532826103784972,0.0
2,4,manual_external,0.3933902960270643,0.6899339277297258,1.0833242237567902,1.2015923857688904e-05,201,-0.02527935180053109,-0.02527935180053109,3.0517578125e-05
2,4,predict_pair_full,0.3933902960270643,0.551874004304409,0.9452643003314734,0.022257143631577492,140,-0.02528221000914005,-0.02528221000914005,3.0517578125e-05
2,5,predict_pair_full,0.403092660009861,0.5511670242995024,0.9542596843093634,0.022025074809789658,140,0.024253237303877073,0.024253237303877073,0.0
2,5,manual_external,0.403092660009861,0.6919646840542555,1.0950573440641165,1.2198463082313538e-05,201,0.024214832934690733,0.024214832934690733,0.0
2,6,manual_external,0.41285476833581924,0.7007894348353148,1.113644203171134,1.2429431080818176e-05,195,-0.06345059905328232,-0.06345059905328232,6.103515625e-05
2,6,predict_pair_full,0.41285476833581924,0.5568657703697681,0.9697205387055874,0.022021392360329628,141,-0.06345055372621661,-0.06345055372621661,6.103515625e-05
2,7,predict_pair_full,0.39906477741897106,0.673565624281764,1.072630401700735,0.022828122600913048,154,0.04779629716389036,0.04779629716389036,0.0
